Taxar,ID,Provyteareal,Proportion_pine,Both Pine cover,Birch cover,Aspen cover,Rowan cover,Salix cover ,Oak,RASE_proportion,RASE presence,NordKoordinat,OstKoordinat,HuggnKlass,Browsing_presence,Moose pellet groups,Moose presence ,Wolf territory,Time since establishment,Small roads,Big roads,Pellet counts,Fresh only,Fresh and old ,Fresh ,Old and fresh,Old,Other ,No browsing,Total trees
2013,2.01E+11,153.94,0.370274133,57,50,0,0.5,7,0,0.048720281,1,6614869,447788,23,0,0,0,1,7,163.7604322,1289.426355,0,0,0,0,0,0,0,0,0
2003,2.00E+11,153.94,0.019488112,3,54,2,2,3,0,0.045472262,1,6643721,440294,22,0,0,0,1,3,163.8016482,2495.190208,0,0,0,0,0,0,0,3,3
2003,2.00E+11,153.94,0.038976225,6,3,0,0,2,0,0.012992075,1,6628004,380517,23,0,1,1,0,0,163.8613778,2264.758224,1,0,0,0,7,7,0,0,7
2005,2.01E+11,153.94,0.077952449,12,12,0,3,0,0,0.019488112,1,6737874,415654,21,0,0,0,0,0,163.9539722,1578.007911,0,0,0,0,0,0,0,0,0
2007,2.01E+11,153.94,0.194881123,30,27,0,0,3,0,0.019488112,1,6798829,454384,23,1,0,0,1,2,164.4129084,4625.611696,0,1,0,1,1,1,0,0,2
2012,2.01E+11,153.94,0.003248019,0.5,0.5,0,0,0,0,0,0,6729688,384477,22,0,0,0,1,4,164.5455355,2113.861871,0,0,0,0,0,0,0,0,0
2006,2.01E+11,153.94,0.012992075,2,2,0,0,0,0,0,0,6504747,304694,21,0,2,1,0,0,164.8732491,2473.676667,2,0,0,0,6,6,4,9,19
2004,2.00E+11,153.94,0.363778095,56,54,0,0,2,0,0.012992075,1,6649368,535187,23,0,0,0,0,0,165.8141539,1607.68304,0,0,0,0,6,6,2,0,8
2003,2.00E+11,153.94,0.17539301,27,12,2,2,2,0,0.038976225,1,6718064,429391,23,0,0,0,0,0,166.0463901,4591.039901,0,0,0,0,9,9,2,1,12
2008,2.01E+11,153.94,0.090944524,14,12,0,2,2,0,0.02598415,1,6862329,601748,22,0,0,0,0,0,166.2359565,5399.13723,0,0,0,0,0,0,0,0,0
2005,2.01E+11,153.94,0.019488112,3,3,0,0,0,0,0,0,6534256,518436,21,0,0,0,0,0,166.8595002,3097.746336,0,0,0,0,0,0,0,0,0
2012,2.01E+11,153.94,0.016240094,2.5,2,0,0.5,0.5,0,0.006496037,1,6893325,521394,23,0,3,1,0,0,167.2504117,5203.902151,3,0,2,2,0,2,0,0,2
2008,2.01E+11,153.94,0.123424711,19,19,0,0,0,0,0,0,6358874,379199,23,0,1,1,0,0,167.3268617,1043.629427,1,0,0,0,0,0,0,2,2
2014,2.01E+11,153.94,0.078602053,12.1,12,0,3,0.1,1,0.026633753,1,6533224,356830,22,0,0,0,0,0,167.6607389,836.085167,0,0,0,0,0,0,0,3,3
2007,2.01E+11,153.94,0.747044303,115,115,0,0,0,0,0,0,6493048,316629,22,0,0,0,0,0,168.5210293,2071.203774,0,0,0,0,0,0,0,0,0
2006,2.01E+11,153.94,0.285825646,44,42,0,2,2,0,0.02598415,1,6813066,514681,22,0,0,0,1,4,169.2788335,8539.654709,0,0,0,0,3,3,1,1,5
2005,2.01E+11,153.94,0.077952449,12,12,0,2,0,0,0.012992075,1,6523435,482580,22,0,0,0,0,0,169.3487389,2049.638777,0,0,2,2,2,4,1,0,5
2008,2.01E+11,153.94,0.272833572,42,42,2,0,0,0,0.012992075,1,6534651,501439,22,0,0,0,0,0,171.6251557,429.469741,0,0,0,0,9,9,3,1,13
2008,2.01E+11,153.94,0.448226582,69,69,0,0,0,0,0,0,6358063,378807,22,0,0,0,0,0,171.9073014,171.531604,0,0,0,0,4,4,0,22,26
2014,2.01E+11,153.94,0.123424711,19,19,0,0,0,0,0,0,6746577,535433,22,0,0,0,1,9,172.4705027,431.125237,0,0,0,0,6,6,3,3,12
2015,2.02E+11,153.94,0.143562427,22.1,22,0,7,0.1,0,0.046121866,1,6635948,466485,21,0,0,0,1,9,173.0194055,1628.27008,0,0,0,0,0,0,0,0,0
2011,2.01E+11,153.94,0.003248019,0.5,0.5,0,0,0,0,0,0,6779216,428834,22,0,0,0,0,0,173.6519144,6991.544765,0,0,0,0,0,0,6,2,8
2005,2.01E+11,153.94,0.350786021,54,54,0,2,0,0,0.012992075,1,6789195,483993,23,0,0,0,0,0,173.6775002,558.876254,0,0,0,0,1,1,0,1,2
2008,2.01E+11,153.94,0.272833572,42,42,0,2,0,0,0.012992075,1,6664431,564701,22,0,0,0,0,0,174.8733341,2174.675855,0,0,0,0,0,0,1,20,21
2003,2.00E+11,153.94,0,0,27,0,2,0,0,0.012992075,1,6601870,327353,22,0,0,0,0,0,174.929878,32.071639,0,0,0,0,0,0,0,0,0
2007,2.01E+11,153.94,0.064960374,10,8,5,2,2,0,0.058464337,1,6552765,441393,22,0,0,0,0,0,176.0802704,626.862343,0,0,0,0,0,0,0,0,0
2012,2.01E+11,153.94,0.545667143,84,84,0.5,0.5,0,0,0.006496037,1,6625005,598716,22,0,0,0,0,0,176.8161532,2169.760591,0,0,0,0,0,0,0,0,0
2012,2.01E+11,153.94,0.412498376,63.5,63,0,0.5,0.5,0.5,0.009744056,1,6524450,451580,23,0,0,0,0,0,176.915849,1911.322948,0,0,2,2,0,2,0,0,2
2006,2.01E+11,153.94,0.051968299,8,8,0,0,0,0,0,0,6637317,476806,22,0,0,0,1,4,178.3558859,2794.99054,0,0,0,0,2,2,0,6,8
2012,2.01E+11,153.94,0.110432636,17,17,0,0,0,0,0,0,6752674,465151,21,0,0,0,1,4,179.1297141,1842.447727,0,0,0,0,5,5,0,3,8
2010,2.01E+11,153.94,0.064960374,10,5,0,0,5,0,0.032480187,1,6820742,472314,22,0,0,0,0,0,179.2417075,2383.245943,0,0,0,0,0,0,2,2,4
2008,2.01E+11,153.94,0.55216318,85,85,0,0,0,0,0,0,6481420,463696,22,0,0,0,0,0,179.359609,1715.282693,0,0,0,0,3,3,0,0,3
2016,2.02E+11,153.94,0.045472262,7,7,0,1,0,0,0.006496037,1,6814803,444245,23,1,1,1,0,0,179.4948924,9193.852911,1,1,0,1,6,6,0,1,8
2006,2.01E+11,153.94,0.032480187,5,5,0,0,0,0,0,0,6603110,491617,23,1,4,1,1,4,179.523628,2905.769661,4,1,0,1,4,4,0,6,11
2006,2.01E+11,153.94,0.045472262,7,5,0,2,2,3,0.045472262,1,6600053,569229,22,0,0,0,0,0,179.5505141,585.541,0,0,0,0,0,0,1,0,1
2007,2.01E+11,153.94,0.051968299,8,8,0,2,0,0,0.012992075,1,6858656,522615,23,1,1,1,1,1,179.7768093,8586.977969,1,1,0,1,2,2,1,0,4
2009,2.01E+11,153.94,0.051968299,8,8,0,2,0,0,0.012992075,1,6521711,298548,23,0,1,1,1,4,180.558449,1491.177404,1,0,0,0,1,1,0,0,1
2006,2.01E+11,153.94,0.55216318,85,85,0,2,0,0,0.012992075,1,6703998,546018,23,0,0,0,0,0,181.1295833,26.647486,0,0,0,0,0,0,0,0,0
2007,2.01E+11,153.94,0.012992075,2,0,2,0,2,0,0.02598415,1,6853783,573666,22,0,0,0,0,0,182.0289331,445.253197,0,0,0,0,2,2,1,1,4
2010,2.01E+11,153.94,0.090944524,14,12,0,0,2,0,0.012992075,1,6734289,472874,23,0,0,0,1,10,182.1935095,10891.27886,0,0,0,0,0,0,6,0,6
2012,2.01E+11,153.94,0.061712355,9.5,9,0,0.5,0.5,0,0.006496037,1,6897103,583813,21,0,0,0,0,0,182.3011923,2900.110299,0,0,0,0,0,0,0,0,0
2004,2.00E+11,153.94,0,0,0,0,0,0,0,0,0,6612313,405690,22,0,0,0,0,0,182.6045886,292.020546,0,0,0,0,0,0,2,8,10
2016,2.02E+11,153.94,0.357931662,55.1,55,0,0.1,0.1,0,0.001299207,1,6664370,582423,22,0,0,0,0,0,183.5721099,1880.658831,0,0,0,0,0,0,0,0,0
2015,2.02E+11,153.94,0.045472262,7,6,0,1,1,0,0.012992075,1,6688252,393125,23,1,0,0,1,12,183.5857735,681.565836,0,1,1,2,3,4,2,7,14
2012,2.01E+11,153.94,0.113680655,17.5,17,0,0,0.5,0,0.003248019,1,6694471,568321,22,0,1,1,0,0,184.7161671,954.642145,1,0,0,0,3,3,0,1,4
2013,2.01E+11,153.94,0.003248019,0.5,0.5,0,0.5,0,0,0.003248019,1,6808915,604193,22,0,0,0,0,0,185.9647345,137.662476,0,0,0,0,0,0,0,0,0
2012,2.01E+11,153.94,0.032480187,5,5,0,0,0,0,0,0,6394383,373582,22,1,5,1,0,0,186.7030038,1055.275614,5,2,2,4,16,18,10,7,37
2012,2.01E+11,153.94,0.051968299,8,8,0,0.5,0,0,0.003248019,1,6653516,406895,22,0,4,1,1,10,187.2006928,2249.873035,4,0,0,0,1,1,0,0,1
2009,2.01E+11,153.94,0.649603742,100,100,0,0,0,0,0,0,6681308,596480,23,0,1,1,0,0,187.9554413,323.852687,1,0,0,0,0,0,0,0,0
2015,2.02E+11,153.94,0.02598415,4,4,1,0,0,0,0.006496037,1,6810717,498061,22,0,1,1,0,0,188.5356457,5168.333012,1,0,0,0,2,2,1,3,6
2010,2.01E+11,153.94,0.55216318,85,85,0,0,0,0,0,0,6694427,442382,22,0,0,0,1,6,189.0472486,4665.063583,0,0,0,0,0,0,1,0,1
2006,2.01E+11,153.94,0.272833572,42,42,0,0,0,0,0,0,6632726,440427,22,0,1,1,1,7,190.5505877,1137.659875,1,0,1,1,1,2,0,2,4
2014,2.01E+11,153.94,0.032480187,5,4,0,0,1,0,0.006496037,1,6765353,573956,23,0,0,0,1,14,190.7247134,738.808122,0,0,0,0,5,5,0,2,7
2010,2.01E+11,153.94,0.019488112,3,3,0,2,0,0,0.012992075,1,6690860,560378,22,0,0,0,0,0,191.1710031,1289.715347,0,0,0,0,0,0,3,3,6
2011,2.01E+11,153.94,0.003248019,0.5,0.5,0,0,0,0,0,0,6788715,427728,22,0,0,0,0,0,191.2914661,112.938721,0,0,0,0,2,2,5,3,10
2008,2.01E+11,153.94,0.077952449,12,12,6,5,0,0,0.071456412,1,6713343,518613,22,0,1,1,0,0,192.3649246,1865.681029,1,0,0,0,0,0,0,0,0
2016,2.02E+11,153.94,0.090944524,14,14,0,0.1,0,0,0.000649604,1,6717422,622897,22,0,0,0,1,2,192.9862835,597.459821,0,0,0,0,0,0,2,3,5
2007,2.01E+11,153.94,0.272833572,42,42,0,0,0,0,0,0,6663200,521026,22,0,1,1,0,0,193.0998862,478.608379,1,0,0,0,2,2,3,1,6
2007,2.01E+11,153.94,0.012992075,2,2,0,0,0,0,0,0,6797330,454402,22,0,0,0,1,2,193.6289215,3285.890351,0,0,0,0,0,0,2,3,5
2011,2.01E+11,153.94,0.220865272,34,34,0,0.5,0,0,0.003248019,1,6822025,576269,23,0,0,0,0,0,193.815375,1503.596412,0,0,0,0,4,4,2,3,9
2015,2.02E+11,153.94,0.02598415,4,4,0,0,0,0,0,0,6865142,394920,23,0,2,1,0,0,195.0320263,255.481484,2,0,0,0,0,0,1,0,1
2005,2.01E+11,153.94,0.350786021,54,54,0,0,0,0,0,0,6362566,404541,22,0,0,0,0,0,195.6434073,1296.950484,0,0,0,0,0,0,0,0,0
2004,2.00E+11,153.94,0.240353384,37,35,0,0,2,0,0.012992075,1,6479195,461132,22,0,0,0,0,0,196.322924,2369.285422,0,0,0,0,0,0,0,0,0
2003,2.00E+11,153.94,0.55216318,85,12,0,0,0,0,0,0,6533099,488455,22,0,0,0,0,0,196.9648848,3308.628176,0,0,0,0,0,0,0,11,11
2007,2.01E+11,153.94,0.682083929,105,100,0,0,5,0,0.032480187,1,6621200,355605,22,0,0,0,0,0,196.9722764,14.024072,0,0,0,0,0,0,0,0,0
2003,2.00E+11,153.94,0.019488112,3,6,0,0,2,0,0.012992075,1,6652658,435191,22,0,0,0,1,1,197.1152398,2917.62674,0,0,0,0,2,2,0,3,5
2016,2.02E+11,153.94,0.038976225,6,6,3,2,0,0,0.032480187,1,6621608,466850,22,0,0,0,1,6,201.2310137,2757.502077,0,0,0,0,0,0,0,0,0
2015,2.02E+11,153.94,0.22736131,35,35,0,0.1,0,0,0.000649604,1,6791555,556708,22,1,0,0,1,5,201.5055438,3556.488181,0,2,0,2,0,0,0,0,2
2011,2.01E+11,153.94,0.02598415,4,4,0,0,0,0,0,0,6807761,513952,22,1,0,0,1,8,201.6800279,11569.0392,0,2,0,2,4,4,0,6,12
2007,2.01E+11,153.94,0.285825646,44,42,0,2,2,0,0.02598415,1,6762965,504809,21,0,0,0,1,3,202.1415403,4138.082302,0,0,0,0,0,0,0,0,0
2014,2.01E+11,153.94,0.155904898,24,19,0,0,5,0,0.032480187,1,6897143,583584,22,0,0,0,0,0,202.8599146,3132.035814,0,0,0,0,0,0,0,1,1
2015,2.02E+11,153.94,0.058464337,9,4,78,4,5,0,0.565155255,1,6542955,489270,23,0,0,0,0,0,203.6309377,34.411367,0,0,0,0,0,0,0,0,0
2005,2.01E+11,153.94,0.272833572,42,42,0,0,0,0,0,0,6455936,355452,23,0,3,1,0,0,204.0229082,939.598322,3,0,1,1,0,1,0,0,1
2008,2.01E+11,153.94,0.077952449,12,12,0,0,0,0,0,0,6436188,317861,22,0,2.012738854,1,1,1,204.8849378,505.517592,2,0,0,0,0,0,0,0,0
2014,2.01E+11,153.94,0.000649604,0.1,0.1,0,0,0,0,0,0,6827311,425720,23,0,0,0,0,0,206.15106,13040.85137,0,0,0,0,0,0,2,5,7
2010,2.01E+11,153.94,0.077952449,12,12,0,0,0,0,0,0,6839353,408406,22,1,0,0,0,0,207.3246849,1394.91761,0,1,0,1,0,0,1,2,4
2012,2.01E+11,153.94,0.107184617,16.5,16,0.5,0.5,0.5,0.5,0.012992075,1,6576762,544524,22,0,0,0,0,0,208.6801226,603.428716,0,0,0,0,0,0,0,0,0
2008,2.01E+11,153.94,0.123424711,19,19,0,0,0,0,0,0,6897670,589315,22,0,1,1,0,0,209.2149699,1826.684714,1,0,0,0,0,0,0,0,0
2009,2.01E+11,153.94,0.012992075,2,2,2,0,0,0,0.012992075,1,6568753,477437,23,0,0,0,0,0,209.2280192,4669.668931,0,0,0,0,13,13,0,1,14
2009,2.01E+11,153.94,0.363778095,56,54,0,2,2,0,0.02598415,1,6736943,607799,22,0,0,0,0,0,209.8912667,1860.322926,0,0,0,0,2,2,11,12,25
2013,2.01E+11,153.94,0.045472262,7,7,0,0.5,0,0,0.003248019,1,6645396,514896,23,0,0,0,1,6,210.9207154,5601.825666,0,0,0,0,2,2,0,0,2
2010,2.01E+11,153.94,0.019488112,3,3,2,0,0,0,0.012992075,1,6819745,431338,22,0,0,0,0,0,211.7749347,13845.17155,0,0,0,0,2,2,4,0,6
2004,2.00E+11,153.94,0.012992075,2,2,0,2,0,0,0.012992075,1,6739469,585571,22,0,0,0,0,0,212.4448779,1968.243985,0,0,0,0,0,0,0,0,0
2013,2.01E+11,153.94,0.02598415,4,4,0,0.5,0,0,0.003248019,1,6724366,582910,23,1,0,0,0,0,212.6209982,733.844726,0,3,0,3,0,0,0,0,3
2008,2.01E+11,153.94,0.051968299,8,8,0,0,0,0,0,0,6630756,512281,23,0,0,0,1,1,213.0094181,2687.438689,0,0,0,0,0,0,1,7,8
2004,2.00E+11,153.94,0.038976225,6,6,0,0,0,0,0,0,6732442,420716,22,0,0,0,0,0,214.9920224,305.478074,0,0,0,0,4,4,1,2,7
2006,2.01E+11,153.94,0.012992075,2,2,0,0,0,0,0,0,6603105,491217,23,0,3,1,1,4,215.5204846,3293.679534,3,0,0,0,2,2,0,5,7
2005,2.01E+11,153.94,0.272833572,42,42,0,2,0,0,0.012992075,1,6584524,541820,23,1,2.088711461,1,0,0,215.607037,272.00438,2,1,0,1,0,0,0,0,1
2008,2.01E+11,153.94,0.032480187,5,5,0,0,0,0,0,0,6734242,388406,22,0,0,0,0,0,215.7584928,3891.961843,0,0,0,0,11,11,0,0,11
2003,2.00E+11,153.94,0.077952449,12,2,0,2,0,0,0.012992075,1,6728934,460736,22,0,0,0,1,6,216.3210524,8579.342487,0,0,1,1,5,6,0,1,7
2005,2.01E+11,153.94,0.136416786,21,19,0,2,2,0,0.02598415,1,6868956,507496,22,0,1,1,0,0,216.7026603,3096.618282,1,0,1,1,0,1,0,1,2
2005,2.01E+11,153.94,0.038976225,6,6,0,0,0,0,0,0,6777581,474138,22,0,0,0,0,0,218.027189,663.075482,0,0,0,0,0,0,0,0,0
2009,2.01E+11,153.94,0.019488112,3,3,8,0,0,0,0.051968299,1,6892590,542890,23,0,0,0,0,0,218.1736171,6535.635102,0,0,0,0,0,0,4,1,5
2009,2.01E+11,153.94,0.090944524,14,12,2,0,2,0,0.02598415,1,6492693,336419,23,0,3,1,1,6,218.3980034,1011.855438,3,0,2,2,7,9,0,1,10
2006,2.01E+11,153.94,0.17539301,27,27,0,2,0,0,0.012992075,1,6719271,610320,21,0,0,0,0,0,218.6443484,759.289078,0,0,0,0,0,0,0,0,0
2013,2.01E+11,153.94,0.165648954,25.5,25,0,0.5,0.5,0,0.006496037,1,6661194,523280,21,0,1,1,0,0,218.7712876,2880.17751,1,0,0,0,0,0,2,6,8
2012,2.01E+11,153.94,0.240353384,37,34,0.5,0.5,3,0,0.02598415,1,6757941,607532,23,0,0,0,0,0,219.1874826,1731.07595,0,0,0,0,3,3,0,0,3
2004,2.00E+11,153.94,0,0,0,0,0,0,0,0,0,6787595,435031,23,0,0,0,0,0,219.2220522,817.772105,0,0,0,0,1,1,2,1,4
2016,2.02E+11,153.94,0.02598415,4,4,0,2,0,0,0.012992075,1,6689755,502981,23,0,0,0,1,7,219.6456715,2541.140685,0,0,0,0,0,0,0,0,0
2015,2.02E+11,153.94,0.032480187,5,5,0,0,0,0,0,0,6675935,473099,22,0,0,0,1,18,220.6711863,2246.443781,0,0,0,0,1,1,6,3,10
2013,2.01E+11,153.94,0.055216318,8.5,8,0,0.5,0.5,0,0.006496037,1,6745869,456459,23,1,2,1,1,6,220.8412866,160.556101,2,1,0,1,9,9,0,6,16
2013,2.01E+11,153.94,0.068208393,10.5,10,0,0,0.5,0,0.003248019,1,6668687,429977,21,0,0,0,1,9,221.2261907,2083.848682,0,0,0,0,4,4,0,0,4
2010,2.01E+11,153.94,0.22736131,35,35,0,2,0,0,0.012992075,1,6816638,584317,21,1,0,0,0,0,222.8386173,6018.784057,0,1,0,1,0,0,0,3,4
2015,2.02E+11,153.94,0.006496037,1,1,0,0,0,0,0,0,6892542,568755,23,0,1,1,0,0,222.885619,5074.50357,1,0,0,0,3,3,0,2,5
2013,2.01E+11,153.94,0.168896973,26,22,24,0,4,0,0.181889048,1,6878213,567003,23,0,0,0,0,0,222.9754496,385.316981,0,0,0,0,2,2,0,0,2
2004,2.00E+11,153.94,0.090944524,14,12,0,2,2,0,0.02598415,1,6600195,515246,22,0,6,1,0,0,223.2766979,631.216134,6,0,0,0,2,2,0,3,5
2007,2.01E+11,153.94,0.051968299,8,8,2,8,0,0,0.064960374,1,6638488,461848,22,0,0,0,0,0,224.4943364,637.141402,0,0,0,0,0,0,0,0,0
2012,2.01E+11,153.94,0.123424711,19,19,0,0.5,0,0.5,0.006496037,1,6488249,432428,22,0,2,1,0,0,224.6961286,866.276409,2,0,0,0,0,0,0,0,0
2011,2.01E+11,153.94,0.032480187,5,5,0,0,0,0,0,0,6779769,431834,22,0,0,0,0,0,224.8646243,6836.34436,0,0,6,6,0,6,0,2,8
2006,2.01E+11,153.94,0.032480187,5,5,0,0,0,0,0,0,6541418,316445,22,0,0,0,1,9,226.4710658,1513.855754,0,0,0,0,22,22,0,11,33
2005,2.01E+11,153.94,0.272833572,42,42,0,0,0,0,0,0,6636145,544797,22,0,0,0,0,0,226.5245347,10.831524,0,0,0,0,2,2,0,3,5
2014,2.01E+11,153.94,0.305313759,47,47,0,0,0,0,0,0,6739136,357328,21,0,0,0,1,27,227.195908,3282.329109,0,0,1,1,4,5,2,0,7
2016,2.02E+11,153.94,0.012992075,2,2,0,2,0,0,0.012992075,1,6738195,583921,23,0,0,0,1,3,229.0169083,228.946758,0,0,0,0,0,0,0,0,0
2011,2.01E+11,153.94,0.012992075,2,2,0,0.5,0,0,0.003248019,1,6719966,447549,21,0,0,0,0,0,229.2379532,5990.790018,0,0,0,0,2,2,0,2,4
2004,2.00E+11,153.94,0.012992075,2,2,0,0,0,0,0,0,6549742,345928,22,0,0,0,0,0,229.8418826,1474.510211,0,0,0,0,0,0,0,0,0
2011,2.01E+11,153.94,0.077952449,12,12,0,0.5,0,0,0.003248019,1,6847748,594422,21,0,0,0,0,0,230.3766864,753.917867,0,0,1,1,0,1,1,3,5
2010,2.01E+11,153.94,0.090944524,14,12,2,2,2,0,0.038976225,1,6870001,535666,22,1,4,1,1,2,231.928293,5801.698474,4,1,7,8,1,8,0,1,10
2013,2.01E+11,153.94,0.133168767,20.5,20,0.5,0,0.5,0,0.006496037,1,6634234,408979,22,0,0,0,1,2,233.9495151,3648.589578,0,0,0,0,0,0,0,0,0
2005,2.01E+11,153.94,0.012992075,2,2,0,0,0,0,0,0,6722176,440334,23,0,0,0,0,0,234.5121119,6265.265194,0,0,0,0,2,2,0,14,16
2014,2.01E+11,153.94,0.311809796,48,48,0,0.1,0,0,0.000649604,1,6731594,571092,23,0,1,1,1,7,234.9136724,1796.159805,1,0,0,0,0,0,0,0,0
2005,2.01E+11,153.94,0.17539301,27,27,0,2,0,0,0.012992075,1,6478506,437143,22,0,3,1,0,0,235.97982,523.852429,3,0,0,0,2,2,0,0,2
2004,2.00E+11,153.94,0.662595817,102,100,0,2,2,0,0.02598415,1,6667879,494982,22,0,0,0,0,0,236.9126582,3325.743061,0,0,0,0,0,0,0,0,0
2009,2.01E+11,153.94,0.019488112,3,3,0,0,0,0,0,0,6828072,458718,23,0,0,0,0,0,237.8242917,1976.128861,0,0,0,0,0,0,7,0,7
2011,2.01E+11,153.94,0.444978563,68.5,68,0.5,0,0.5,0.5,0.009744056,1,6418227,395278,22,0,1,1,0,0,238.1506202,658.622823,1,0,0,0,0,0,0,0,0
2007,2.01E+11,153.94,0.038976225,6,6,8,3,0,2,0.084448486,1,6497620,330967,22,0,0,0,1,4,238.7823881,1728.78673,0,0,0,0,0,0,0,0,0
2005,2.01E+11,153.94,0.123424711,19,19,0,2,0,0,0.012992075,1,6839841,577836,22,0,0,0,0,0,239.8057989,7952.765064,0,0,0,0,1,1,0,0,1
2007,2.01E+11,153.94,0.188385085,29,27,2,3,2,0,0.045472262,1,6794940,584889,22,0,0,0,0,0,240.3798637,285.25782,0,0,0,0,0,0,1,1,2
2006,2.01E+11,153.94,0.019488112,3,3,0,0,0,0,0,0,6523864,352637,23,0,0,0,0,0,240.5360276,1617.376702,0,0,0,0,0,0,1,0,1
2003,2.00E+11,153.94,0.019488112,3,6,0,0,2,0,0.012992075,1,6576754,357646,23,0,0,0,1,3,241.7764678,2830.385854,0,0,0,0,0,0,0,0,0
2005,2.01E+11,153.94,0.17539301,27,27,0,0,0,0,0,0,6635746,544802,22,0,0,0,0,0,242.161683,409.852593,0,0,0,0,5,5,0,0,5
2008,2.01E+11,153.94,0.051968299,8,6,0,3,2,0,0.032480187,1,6861340,602761,21,0,0,0,0,0,243.2789887,4582.77197,0,0,0,0,0,0,0,0,0
2005,2.01E+11,153.94,0.17539301,27,27,0,0,0,0,0,0,6672032,384972,22,0,0,0,1,2,243.3332759,365.239785,0,0,0,0,0,0,0,0,0
2003,2.00E+11,153.94,0,0,27,0,0,0,0,0,0,6414752,421909,23,0,0,0,0,0,243.8749021,2168.425753,0,0,0,0,0,0,0,0,0
2004,2.00E+11,153.94,0.55216318,85,85,0,0,0,0,0,0,6717665,479373,21,0,0,0,0,0,243.9461287,854.447033,0,0,0,0,0,0,0,1,1
2005,2.01E+11,153.94,0.240353384,37,35,0,2,2,0,0.02598415,1,6662641,586461,22,0,0,0,0,0,246.899243,584.185985,0,0,0,0,0,0,0,0,0
2007,2.01E+11,153.94,0.038976225,6,6,0,2,0,0,0.012992075,1,6691419,376241,21,0,0,0,1,4,248.9678766,1531.786053,0,0,0,0,6,6,5,5,16
2016,2.02E+11,153.94,0.643107704,99,91,4,4,8,0,0.103936599,1,6604842,372478,22,0,0,0,0,0,249.2352646,88.824557,0,0,0,0,0,0,0,0,0
2014,2.01E+11,153.94,0.597635442,92,90,1,0.1,2,0,0.020137716,1,6581832,550575,23,0,0,0,0,0,249.3215676,1546.439585,0,0,0,0,1,1,3,4,8
2009,2.01E+11,153.94,0.22736131,35,35,0,2,0,0,0.012992075,1,6625086,412232,22,0,0,0,0,0,249.4730152,288.659956,0,0,0,0,0,0,0,0,0
2014,2.01E+11,153.94,0.058464337,9,8,0,0,1,0,0.006496037,1,6685865,418783,23,0,0,0,1,13,250.1098968,2453.469987,0,0,0,0,2,2,0,0,2
2012,2.01E+11,153.94,0.006496037,1,0.5,0.5,0,0.5,0,0.006496037,1,6523066,336053,22,0,0,0,0,0,250.3812442,939.474428,0,0,0,0,3,3,2,0,5
2016,2.02E+11,153.94,0.02598415,4,3,0,1,1,0,0.012992075,1,6666356,554228,23,0,0,0,1,6,251.1883309,1819.774605,0,0,0,0,0,0,0,0,0
2012,2.01E+11,153.94,0.584643368,90,90,0.5,0.5,0,0,0.006496037,1,6758441,609029,22,0,0,0,0,0,251.4081859,582.840154,0,0,0,0,3,3,2,2,7
2008,2.01E+11,153.94,0.272833572,42,42,0,0,0,0,0,0,6559671,458006,22,0,2,1,1,4,251.5289613,3770.467224,2,0,0,0,1,1,0,0,1
